,TEAM,CONF,G,W,ADJOE,ADJDE,BARTHAG,EFG_O,EFG_D,TOR,TORD,ORB,DRB,FTR,FTRD,2P_O,2P_D,3P_O,3P_D,ADJ_T,WAB,POSTSEASON,SEED,YEAR
900,SIU Edwardsville,OVC,30,9,98.8,111.3,0.2029,47.8,54.1,19.4,17.5,29.3,29.4,33.0,45.9,47.2,53.5,32.4,36.8,70.5,-15.3,,,2018
901,Southeast Missouri St.,OVC,29,14,107.2,115.6,0.2943,54.3,55.2,18.1,17.2,26.2,29.3,37.7,34.5,50.7,54.1,39.3,37.9,70.2,-12.3,,,2018
902,Tennessee Martin,OVC,29,10,94.3,105.6,0.2149,49.8,50.7,21.6,19.0,28.5,32.0,24.1,34.1,50.7,48.9,32.2,35.1,67.4,-15.9,,,2018
903,Tennessee St.,OVC,28,15,96.3,101.0,0.3673,49.3,52.7,21.9,23.3,25.5,27.7,37.8,35.4,48.1,51.3,33.9,36.1,66.7,-9.5,,,2018
904,Tennessee Tech,OVC,31,19,97.4,102.6,0.3558,49.0,51.0,19.8,20.3,28.2,30.1,37.7,36.6,47.5,51.6,34.5,33.4,72.0,-7.9,,,2018
905,California,P12,31,8,97.1,103.2,0.3301,44.5,54.5,20.8,19.7,34.8,30.6,38.1,38.4,45.1,51.6,28.6,39.4,69.9,-13.3,,,2018
906,Colorado,P12,32,17,104.8,99.0,0.6588,50.6,49.3,20.0,15.1,29.3,26.3,33.3,34.0,48.8,46.6,35.8,35.7,69.2,-4.5,,,2018
907,Oregon,P12,36,23,110.0,100.0,0.7501,53.3,50.3,17.1,19.0,31.0,26.8,31.7,36.3,53.1,48.4,35.7,35.6,68.6,-2.3,,,2018
908,Oregon St.,P12,32,16,107.4,100.9,0.6713,52.1,49.6,19.4,18.6,31.8,28.7,38.7,38.2,53.3,48.1,32.9,34.8,66.8,-7.3,,,2018
909,Stanford,P12,35,19,107.6,98.5,0.7341,51.9,49.7,20.6,15.9,32.8,27.0,41.6,29.2,50.3,47.9,36.9,35.1,71.9,-4.3,,,2018
910,USC,P12,36,24,114.0,98.6,0.8423,53.8,51.0,15.3,19.2,30.0,28.8,29.9,26.6,52.4,49.8,37.6,35.2,69.0,-0.4,,,2018
911,Utah,P12,35,23,111.4,97.9,0.8156,54.5,48.3,17.5,17.5,24.1,28.6,34.4,28.8,53.6,47.0,37.0,33.6,67.1,-1.5,,,2018
912,Washington,P12,34,21,105.9,98.8,0.6886,51.7,50.7,18.6,21.1,28.9,33.3,36.7,34.4,51.6,50.9,34.6,33.4,70.8,-2.5,,,2018
913,Washington St.,P12,31,12,107.5,109.5,0.4469,54.1,53.5,19.4,16.4,24.6,31.2,24.7,28.5,51.7,54.2,37.7,34.9,69.6,-9.9,,,2018
914,American,Pat,30,6,96.5,111.1,0.1649,50.7,54.8,20.4,20.4,23.8,31.4,30.4,40.7,50.7,53.6,33.8,38.3,67.6,-19.0,,,2018
915,Army,Pat,29,13,99.0,108.2,0.2638,52.3,52.4,18.8,19.7,27.1,27.6,24.5,38.1,48.8,51.1,38.1,36.2,71.5,-13.5,,,2018
916,Boston University,Pat,30,15,99.3,107.1,0.2953,52.8,52.8,20.1,20.1,28.3,29.6,32.8,30.0,51.1,52.2,37.3,35.8,68.7,-11.6,,,2018
917,Colgate,Pat,32,19,104.5,107.9,0.4084,51.5,53.2,16.4,19.4,25.6,27.6,29.0,29.4,49.0,51.8,36.3,36.7,67.6,-8.6,,,2018
918,Holy Cross,Pat,31,12,97.7,107.2,0.2569,52.6,51.0,19.1,20.0,19.3,31.9,29.7,34.0,55.1,49.4,32.6,35.4,64.0,-15.0,,,2018
919,Lafayette,Pat,30,10,101.4,112.2,0.2368,53.3,52.0,19.3,14.7,21.0,27.2,28.8,26.0,51.4,52.2,37.4,34.4,69.4,-16.8,,,2018
920,Lehigh,Pat,29,16,105.2,111.0,0.3511,52.9,52.4,17.4,16.0,25.3,26.8,25.8,30.7,47.7,53.1,40.6,34.3,71.9,-9.7,,,2018
921,Loyola MD,Pat,30,9,95.7,110.0,0.16699999999999998,47.8,54.4,18.9,18.7,29.1,26.4,33.3,40.4,48.1,54.0,31.3,36.8,69.7,-17.4,,,2018
922,Navy,Pat,31,20,97.6,102.8,0.3551,49.6,53.2,21.3,21.3,31.7,22.2,36.2,34.0,50.2,51.8,32.3,36.8,66.8,-8.1,,,2018
923,Appalachian St.,SB,31,15,102.5,106.3,0.3985,49.9,51.3,18.9,17.2,29.5,25.6,36.8,36.6,49.9,48.7,33.3,37.9,71.2,-12.4,,,2018
924,Arkansas St.,SB,30,11,104.1,113.7,0.2646,49.4,56.0,18.6,18.8,30.2,31.3,33.1,35.3,49.2,55.3,33.2,38.2,70.8,-15.2,,,2018
925,Coastal Carolina,SB,29,14,101.0,105.2,0.3849,49.0,49.6,22.0,18.0,34.2,28.4,38.8,40.2,48.4,47.4,33.3,34.9,68.9,-13.1,,,2018
926,Georgia Southern,SB,31,21,104.8,104.0,0.5225,49.2,49.7,16.1,20.3,30.3,31.9,38.2,35.2,48.4,50.4,33.6,32.4,69.9,-6.5,,,2018
927,Little Rock,SB,30,7,93.4,105.0,0.2063,47.4,50.8,21.7,19.9,28.3,31.2,32.1,40.5,47.3,49.4,31.8,35.1,66.2,-18.0,,,2018
928,Louisiana Lafayette,SB,32,27,112.2,100.6,0.7774,52.7,49.1,18.3,19.6,35.9,27.9,38.0,36.1,52.4,48.5,35.4,33.6,71.6,-0.5,,,2018
929,Louisiana Monroe,SB,29,16,100.1,104.6,0.375,49.9,51.4,17.8,18.6,25.2,28.7,24.3,30.7,47.0,50.2,35.6,35.3,67.1,-9.5,,,2018
930,South Alabama,SB,30,14,96.8,101.2,0.3748,48.4,47.3,20.9,18.4,25.7,29.6,37.7,38.0,48.3,47.9,32.3,30.9,71.4,-12.4,,,2018
931,Texas St.,SB,31,15,99.7,104.2,0.3765,48.8,51.7,20.9,19.4,31.9,27.7,36.3,30.0,48.4,53.1,33.1,33.0,64.0,-12.9,,,2018
932,Troy,SB,31,16,104.7,105.9,0.4676,51.4,50.2,18.0,16.6,26.9,28.9,33.6,31.6,52.1,49.7,33.7,34.0,69.4,-10.5,,,2018
933,UT Arlington,SB,33,21,104.7,101.5,0.5886,52.5,49.2,20.1,19.3,30.8,27.7,34.8,34.7,51.0,47.9,36.5,33.9,73.9,-6.2,,,2018
934,Chattanooga,SC,31,10,98.3,111.5,0.19,50.1,55.3,20.6,19.2,26.6,27.8,34.6,27.9,48.6,55.8,34.8,36.2,66.7,-17.5,,,2018
935,East Tennessee St.,SC,32,25,103.5,97.5,0.6652,53.8,47.1,19.7,20.6,30.7,27.7,33.1,33.4,54.8,46.4,34.7,32.0,68.9,-3.1,,,2018
936,Furman,SC,31,23,108.1,100.8,0.6911,54.9,50.1,16.5,20.6,27.0,28.6,28.2,29.9,56.8,51.4,35.3,32.0,69.7,-4.0,,,2018
937,Mercer,SC,32,19,111.1,110.5,0.5157,54.3,53.1,18.8,16.5,31.4,24.9,35.7,33.6,52.7,52.5,37.8,35.8,65.4,-8.2,,,2018
938,Samford,SC,30,10,106.5,119.4,0.21100000000000002,54.4,57.7,19.1,18.7,24.7,34.8,30.8,28.5,53.3,58.3,37.2,38.0,71.9,-15.3,,,2018
939,The Citadel,SC,29,11,100.8,114.7,0.1849,49.1,56.8,18.7,19.6,27.4,33.7,32.7,30.4,47.9,57.4,33.4,37.3,78.9,-14.9,,,2018
940,VMI,SC,28,9,89.3,106.7,0.114,45.7,52.1,21.4,18.8,25.4,30.3,27.7,34.2,43.7,52.1,32.3,34.6,70.1,-15.8,,,2018
941,Western Carolina,SC,30,12,95.0,108.1,0.1838,46.8,54.4,21.7,21.0,29.0,32.7,31.8,36.1,45.3,54.3,33.0,36.3,70.8,-11.7,,,2018
942,Wofford,SC,31,21,108.0,107.8,0.5047,55.2,53.3,18.2,18.7,25.0,27.1,28.5,34.0,50.9,52.4,40.2,36.4,67.1,-5.9,,,2018
943,Georgia,SEC,33,18,107.5,95.3,0.8007,47.5,45.6,19.2,14.5,34.8,28.9,40.1,27.7,47.4,43.1,31.8,33.2,65.6,-1.1,,,2018
944,LSU,SEC,33,18,114.2,102.7,0.7721,54.5,52.7,16.6,19.6,29.2,31.6,32.5,32.7,56.3,52.6,34.6,35.3,69.5,-1.9,,,2018
945,Mississippi,SEC,32,12,110.4,103.9,0.6687,48.3,51.5,15.9,17.3,31.3,30.7,33.8,36.9,48.7,48.1,31.9,37.8,71.0,-7.0,,,2018
946,Mississippi St.,SEC,36,25,111.2,96.6,0.8343,52.2,48.3,19.1,19.5,32.1,30.7,31.7,29.7,55.2,47.2,31.5,33.3,68.6,0.0,,,2018
947,South Carolina,SEC,32,17,104.7,94.8,0.759,46.2,49.3,19.7,21.0,33.6,27.5,42.8,43.1,43.5,48.7,33.8,33.5,69.8,-3.1,,,2018
948,Vanderbilt,SEC,32,12,114.7,105.9,0.7142,51.8,52.4,17.7,14.7,28.6,27.7,36.2,36.5,50.8,50.7,35.3,37.4,67.0,-6.0,,,2018
949,Abilene Christian,Slnd,28,16,96.5,106.6,0.2423,50.4,51.4,20.3,21.6,27.3,29.7,31.5,43.2,51.9,52.3,31.8,33.2,69.8,-11.3,,,2018
950,Central Arkansas,Slnd,34,18,104.2,109.8,0.3542,51.7,50.9,18.3,19.0,27.2,33.1,36.1,37.9,50.7,49.4,35.6,36.0,73.9,-10.6,,,2018
951,Houston Baptist,Slnd,28,6,99.2,115.4,0.1491,46.0,56.1,18.8,18.8,34.0,31.2,35.5,38.6,44.4,54.2,32.8,39.7,74.6,-18.9,,,2018
952,Incarnate Word,Slnd,24,7,94.5,113.9,0.1047,47.6,52.5,23.2,17.7,26.9,35.4,41.1,33.8,45.4,50.6,34.6,37.6,70.6,-16.5,,,2018
953,Lamar,Slnd,29,19,101.1,105.1,0.3909,48.5,51.7,17.9,21.9,31.7,27.8,36.3,38.3,46.7,51.3,34.4,35.0,68.8,-9.7,,,2018
954,McNeese St.,Slnd,25,12,99.2,111.0,0.2155,48.8,49.8,19.0,15.2,29.3,33.3,32.7,31.5,47.3,48.4,34.6,35.0,71.0,-12.6,,,2018
955,New Orleans,Slnd,30,16,97.0,108.1,0.2222,48.8,53.2,21.9,22.3,32.6,30.9,41.5,38.3,47.3,51.6,35.6,37.6,67.1,-10.7,,,2018
956,Nicholls St.,Slnd,28,21,101.8,103.8,0.4465,51.9,50.2,20.4,21.1,30.5,30.6,37.3,45.2,51.6,49.7,34.8,34.1,75.2,-6.3,,,2018
957,Northwestern St.,Slnd,25,4,88.2,109.9,0.0743,44.3,54.1,24.7,19.1,32.4,34.5,33.2,40.1,44.9,53.1,28.3,37.2,70.5,-18.1,,,2018
958,Sam Houston St.,Slnd,32,21,101.0,106.1,0.3629,48.2,51.8,18.8,20.1,32.5,27.4,34.0,37.6,47.0,53.1,33.7,33.3,68.1,-9.4,,,2018
959,Southeastern Louisiana,Slnd,31,22,102.7,104.8,0.4426,51.2,49.6,19.6,20.3,29.5,33.6,35.3,29.0,50.9,48.4,34.4,34.6,67.2,-6.5,,,2018
960,Texas A&M Corpus Chris,Slnd,26,11,93.7,107.9,0.1637,48.1,52.3,23.0,21.2,28.8,29.3,37.0,46.1,46.7,51.6,34.4,35.5,69.0,-14.0,,,2018
961,Denver,Sum,28,15,102.0,105.2,0.4133,52.4,51.3,21.8,15.7,30.6,24.9,32.8,37.0,49.2,52.0,39.5,33.5,67.5,-9.6,,,2018
962,Fort Wayne,Sum,29,18,106.9,108.2,0.4657,52.9,53.8,15.7,19.9,25.6,26.6,31.6,29.7,51.3,53.4,36.6,36.4,73.8,-8.2,,,2018
963,Nebraska Omaha,Sum,29,9,103.0,114.6,0.2275,51.3,55.8,18.0,15.7,24.9,30.7,27.3,28.2,50.0,54.7,35.8,38.4,71.7,-13.9,,,2018
964,North Dakota St.,Sum,29,15,103.3,104.9,0.4541,53.7,49.6,18.4,14.4,23.0,25.2,30.4,33.5,52.5,47.8,36.8,35.3,67.6,-10.0,,,2018
965,Oral Roberts,Sum,28,11,104.8,111.8,0.3222,48.9,54.2,19.0,15.3,35.0,30.9,24.3,31.2,47.7,53.9,34.2,36.5,66.7,-12.0,,,2018
966,South Dakota,Sum,31,26,108.3,98.6,0.7458,52.1,48.4,15.7,19.9,29.4,27.1,35.7,29.7,51.9,47.1,35.0,33.7,71.7,-1.8,,,2018
967,Western Illinois,Sum,24,12,96.4,106.1,0.2487,49.9,51.2,18.6,14.5,18.0,27.2,28.3,29.3,48.6,48.9,34.9,36.6,69.2,-11.0,,,2018
968,Alabama A&M,SWAC,31,3,87.6,115.0,0.0419,45.0,54.0,24.2,16.6,30.0,32.5,31.4,29.8,44.8,52.3,30.3,38.4,67.5,-23.0,,,2018
969,Alabama St.,SWAC,31,8,94.3,115.9,0.0858,46.5,51.9,19.9,18.3,31.9,34.7,35.2,46.6,45.2,49.4,32.8,37.7,70.2,-18.2,,,2018
970,Alcorn St.,SWAC,28,11,94.4,114.4,0.0992,48.3,52.1,20.8,17.9,27.1,33.1,33.7,40.1,47.8,50.4,32.7,36.3,69.2,-16.4,,,2018
971,Arkansas Pine Bluff,SWAC,35,14,92.7,110.2,0.1208,49.6,49.2,20.6,22.7,23.4,37.8,36.6,44.7,49.7,49.1,32.9,32.9,68.8,-16.3,,,2018
972,Grambling St.,SWAC,30,17,93.2,106.4,0.1789,45.6,49.1,21.0,20.2,32.0,30.5,40.7,42.9,44.5,50.0,32.6,31.7,73.0,-10.0,,,2018
973,Jackson St.,SWAC,30,12,89.2,108.2,0.0977,43.0,51.8,17.3,21.4,30.7,31.7,24.9,46.6,39.3,51.5,32.8,34.9,64.9,-16.0,,,2018
974,Mississippi Valley St.,SWAC,32,4,89.6,114.5,0.0564,42.6,54.9,19.1,19.6,30.4,31.1,29.1,39.2,41.6,54.6,30.1,36.8,69.9,-22.5,,,2018
975,Prairie View A&M,SWAC,33,16,100.1,110.2,0.2483,48.9,52.7,18.5,22.5,31.3,32.8,39.2,47.9,49.2,54.4,32.3,33.2,72.1,-11.7,,,2018
976,Southern,SWAC,31,15,93.5,109.4,0.1415,44.3,48.8,19.3,17.4,32.9,30.1,41.5,37.6,42.3,47.1,33.2,34.5,69.1,-13.3,,,2018
977,Cal St. Bakersfield,WAC,27,12,96.6,102.5,0.335,46.5,50.5,20.7,19.2,30.7,28.7,34.7,44.7,47.5,48.5,29.8,35.5,66.8,-11.4,,,2018
978,Chicago St.,WAC,30,3,94.9,118.0,0.0756,44.6,59.1,20.9,18.2,25.5,34.6,31.6,41.2,43.6,57.9,31.4,40.6,73.4,-20.3,,,2018
979,Grand Canyon,WAC,33,22,101.9,96.5,0.6514,48.5,44.3,18.8,21.5,31.7,28.3,39.1,39.2,49.2,45.6,31.7,27.5,69.9,-5.4,,,2018
980,Seattle,WAC,31,20,103.7,104.6,0.4744,51.0,47.2,19.6,15.5,29.7,27.9,34.5,41.0,47.4,44.8,37.2,34.5,68.5,-7.4,,,2018
981,UMKC,WAC,29,10,98.3,107.3,0.2674,47.8,52.5,18.2,20.0,21.3,33.5,34.4,42.5,45.6,51.7,33.5,36.0,70.7,-14.2,,,2018
982,UT Rio Grande Valley,WAC,31,15,97.4,108.3,0.2285,44.8,51.5,17.8,20.4,28.2,30.3,41.2,45.5,44.3,49.9,30.5,36.5,75.1,-10.8,,,2018
983,Utah Valley,WAC,31,23,109.0,102.0,0.6814,54.2,48.1,19.8,17.5,30.9,27.5,39.1,28.5,51.9,47.4,38.9,32.9,69.2,-4.1,,,2018
984,BYU,WCC,35,24,106.7,98.2,0.7226,54.1,51.3,16.8,18.5,22.5,22.8,37.6,28.4,55.3,51.9,34.7,33.6,68.7,-1.8,,,2018
985,Loyola Marymount,WCC,30,11,106.2,112.6,0.3373,49.3,57.5,19.2,19.8,34.6,31.2,32.5,42.8,48.2,57.7,34.6,38.1,68.0,-12.3,,,2018
986,Pacific,WCC,31,14,105.2,106.1,0.4756,48.5,53.0,17.2,18.3,30.3,27.3,40.5,35.2,48.4,51.7,32.6,36.6,67.6,-10.2,,,2018
987,Pepperdine,WCC,31,6,105.1,112.0,0.3236,49.5,57.0,17.2,15.5,28.5,26.4,35.2,33.5,48.8,54.7,34.2,40.1,68.6,-17.9,,,2018
988,Portland,WCC,29,10,98.9,107.2,0.2856,50.6,52.4,18.1,15.8,19.2,31.4,34.6,33.5,46.5,51.7,38.3,35.7,68.3,-14.4,,,2018
989,Saint Mary's,WCC,36,30,118.7,102.3,0.8468,58.7,49.2,15.4,15.1,28.9,22.8,30.4,24.8,57.1,49.5,41.0,32.3,64.6,1.3,,,2018
990,San Diego,WCC,33,20,104.1,99.3,0.6325,53.1,46.3,19.6,17.8,22.4,26.4,39.3,41.9,51.7,46.4,36.6,30.7,68.0,-5.7,,,2018
991,San Francisco,WCC,38,22,101.8,100.1,0.5476,49.4,48.9,17.4,17.0,28.0,25.7,29.3,36.9,48.4,48.5,33.8,33.3,68.0,-7.1,,,2018
992,Santa Clara,WCC,29,11,99.0,108.6,0.2557,48.6,56.6,17.2,18.9,23.7,27.1,30.2,32.4,47.1,55.1,33.8,40.0,65.7,-12.5,,,2018
993,Rhode Island,A10,34,26,109.7,97.3,0.7988,51.1,50.4,15.3,22.6,31.0,28.2,30.1,40.6,50.4,50.6,35.2,33.2,69.6,1.6,R32,7.0,2018
994,North Carolina,ACC,37,26,120.7,97.1,0.9242,52.0,50.1,16.7,16.3,37.4,25.5,28.0,26.0,51.0,45.3,35.9,38.0,72.6,7.1,R32,2.0,2018
995,UMBC,AE,33,25,102.1,102.2,0.4963,52.2,51.6,17.2,20.7,25.9,28.3,30.2,30.8,48.1,51.0,38.2,35.0,69.3,-4.9,R32,16.0,2018
996,Cincinnati,Amer,36,31,111.6,87.7,0.9417,51.2,43.3,17.0,21.6,38.5,28.2,36.0,26.8,50.2,41.4,35.3,30.9,66.2,5.9,R32,2.0,2018
997,Houston,Amer,35,27,114.8,93.9,0.9097,53.3,45.5,17.5,19.1,33.8,25.8,32.6,41.6,50.5,43.8,38.7,32.3,69.4,2.4,R32,6.0,2018
998,Michigan St.,B10,35,30,118.9,94.3,0.9347,56.9,42.7,19.2,14.6,37.0,26.6,35.9,30.7,55.2,38.4,40.1,33.7,68.0,8.0,R32,3.0,2018
999,Ohio St.,B10,34,25,116.0,94.3,0.9154,54.1,48.7,17.1,17.9,30.2,25.2,31.1,29.5,54.7,46.1,35.3,35.1,68.2,4.5,R32,5.0,2018
1000,Butler,BE,35,21,116.1,95.3,0.9068,54.0,51.9,15.7,19.5,27.6,24.6,26.1,35.3,54.3,49.5,35.7,37.3,69.1,1.7,R32,10.0,2018
1001,Seton Hall,BE,34,22,117.8,98.2,0.8902,52.9,50.3,17.8,17.7,34.3,28.4,35.2,29.8,52.0,50.0,36.5,33.8,70.7,2.5,R32,8.0,2018
1002,Xavier,BE,35,29,120.9,97.7,0.9211,55.9,49.9,17.2,15.7,30.2,23.1,41.0,25.6,55.9,49.8,37.2,33.4,71.7,8.8,R32,1.0,2018
1003,Marshall,CUSA,35,25,108.8,102.5,0.6633,54.7,49.9,17.2,18.4,22.4,32.3,33.1,28.9,55.5,48.7,35.9,35.0,75.9,-2.5,R32,13.0,2018
1004,Buffalo,MAC,35,27,114.5,102.7,0.7761,54.8,48.8,16.5,18.1,31.9,29.1,29.9,39.5,54.3,48.4,37.1,33.1,73.8,-1.3,R32,13.0,2018
1005,Alabama,SEC,36,20,107.9,95.3,0.8074,51.9,47.8,20.3,18.7,29.4,30.9,41.9,36.5,53.5,46.9,32.6,32.8,69.9,-1.1,R32,9.0,2018
1006,Auburn,SEC,34,26,114.0,96.9,0.8672,50.8,49.7,16.4,20.7,32.1,28.0,39.8,38.1,48.7,47.7,35.7,35.1,73.8,4.3,R32,4.0,2018
1007,Florida,SEC,34,21,115.2,93.9,0.9132,50.8,48.7,14.3,20.0,28.7,30.5,32.6,32.4,47.6,46.6,37.0,35.2,68.5,1.4,R32,6.0,2018
1008,Tennessee,SEC,35,26,114.2,92.0,0.9225,50.8,46.7,17.9,20.4,33.4,31.1,35.5,37.6,47.3,46.1,38.0,31.8,67.1,6.4,R32,3.0,2018
1009,Davidson,A10,33,21,117.0,102.3,0.823,57.4,51.2,14.5,16.2,22.6,23.4,24.6,29.6,56.5,50.3,38.9,35.0,65.5,-2.9,R64,12.0,2018
1010,St. Bonaventure,A10,34,26,109.6,99.7,0.7485,51.6,49.0,16.3,20.4,29.3,29.1,40.5,38.4,48.5,49.7,38.6,32.0,70.4,1.4,R64,11.0,2018
1011,Miami FL,ACC,32,22,113.3,96.6,0.8623,53.1,49.0,16.8,18.8,29.1,28.2,29.1,28.1,52.2,48.8,36.4,32.8,68.2,2.7,R64,6.0,2018
1012,North Carolina St.,ACC,33,21,115.6,101.3,0.821,53.4,51.6,16.8,20.4,33.4,32.0,34.2,33.7,52.1,53.6,37.2,31.6,72.8,0.9,R64,9.0,2018
1013,Virginia,ACC,34,31,114.6,86.7,0.9612,52.7,44.3,14.0,20.9,27.0,25.6,24.5,26.2,50.1,42.8,38.3,31.0,60.5,11.3,R64,1.0,2018
1014,Virginia Tech,ACC,33,21,115.2,98.6,0.8579,57.7,50.4,17.0,18.6,23.9,29.4,36.5,29.4,57.3,49.2,38.8,34.7,70.2,1.3,R64,8.0,2018
1015,Wichita St.,Amer,33,25,120.9,102.7,0.8671,55.1,49.4,16.5,16.3,35.4,22.6,34.8,33.2,53.8,46.0,38.1,36.3,70.1,3.4,R64,4.0,2018
1016,Lipscomb,ASun,30,23,103.2,101.8,0.5375,51.5,52.0,20.0,19.9,27.4,24.3,40.6,38.4,53.2,52.8,32.7,33.8,75.9,-3.2,R64,15.0,2018
1017,Oklahoma,B12,32,18,114.6,99.5,0.835,53.5,51.0,17.3,16.8,28.4,30.0,33.2,25.6,53.3,49.1,35.9,36.2,76.7,1.1,R64,10.0,2018
1018,TCU,B12,33,21,119.5,100.5,0.8804,56.5,52.3,17.8,17.4,34.2,26.1,34.1,30.5,55.1,50.1,39.4,37.6,70.0,2.2,R64,6.0,2018
1019,Texas,B12,34,19,109.3,93.7,0.8547,50.0,48.3,17.0,18.0,29.4,29.1,33.0,26.2,51.2,47.5,32.0,33.2,66.6,1.4,R64,10.0,2018
1020,Creighton,BE,32,21,116.2,97.4,0.8836,57.4,50.1,15.6,15.8,22.5,24.6,26.5,24.8,58.7,50.0,37.2,33.6,72.3,2.0,R64,8.0,2018
1021,Providence,BE,35,21,108.4,95.9,0.8027,49.6,50.3,17.4,19.0,28.9,29.0,38.6,31.8,49.5,51.5,33.2,32.2,68.3,1.9,R64,10.0,2018
1022,Montana,BSky,32,26,106.7,98.4,0.7184,51.2,48.4,17.4,21.2,33.5,26.1,38.3,41.4,51.4,46.3,33.7,35.2,69.1,-1.1,R64,14.0,2018
1023,Radford,BSth,34,23,101.3,102.8,0.4559,49.3,50.1,18.7,20.2,32.0,28.0,31.2,31.7,47.1,48.9,35.0,34.6,64.2,-6.5,R64,16.0,2018
1024,Cal St. Fullerton,BW,30,20,101.6,102.5,0.47600000000000003,51.6,48.2,20.7,18.2,26.0,28.9,45.6,35.2,52.0,45.0,33.8,36.4,70.7,-5.5,R64,15.0,2018
1025,College of Charleston,CAA,32,26,106.8,104.3,0.5685,52.7,49.9,15.1,17.8,25.5,27.9,36.6,32.1,52.0,48.7,35.9,34.6,66.0,-2.1,R64,13.0,2018
1026,Wright St.,Horz,33,25,99.4,97.2,0.5638,48.6,48.3,18.6,21.0,28.7,25.3,35.3,29.9,47.7,45.8,33.5,34.7,69.3,-3.5,R64,14.0,2018
1027,Penn,Ivy,32,24,103.6,97.6,0.6644,52.9,47.0,16.6,17.0,23.8,22.6,33.4,31.8,53.3,48.0,34.8,30.0,70.1,-3.3,R64,16.0,2018
1028,Iona,MAAC,34,20,108.8,107.6,0.5333,53.9,52.5,16.0,18.8,24.5,30.8,30.2,28.6,51.5,51.7,38.3,35.8,71.5,-7.3,R64,15.0,2018
1029,San Diego St.,MWC,32,22,110.2,94.9,0.8486,51.7,48.6,17.0,19.0,31.6,25.0,35.1,29.6,52.0,47.8,34.1,33.2,70.0,-1.5,R64,11.0,2018
1030,Murray St.,OVC,30,26,110.6,100.8,0.7449,55.0,47.2,17.6,18.0,32.9,27.6,37.3,30.5,54.4,47.6,37.2,30.9,67.8,-0.4,R64,12.0,2018
1031,Arizona,P12,35,27,117.0,100.4,0.8528,56.3,49.9,17.5,16.7,33.2,25.1,36.9,31.2,56.7,47.7,36.9,35.8,68.3,3.8,R64,4.0,2018
1032,Bucknell,Pat,35,25,108.0,101.3,0.6759999999999999,53.9,47.8,17.0,17.0,27.0,27.5,42.6,34.5,55.0,47.0,34.8,33.1,72.9,-3.0,R64,14.0,2018
1033,Georgia St.,SB,33,24,108.8,101.5,0.6894,53.9,47.1,16.7,20.6,25.6,33.4,30.9,38.6,50.9,44.0,38.7,33.8,67.7,-5.1,R64,15.0,2018
1034,UNC Greensboro,SC,32,27,103.4,95.2,0.7207,51.7,47.5,19.8,21.4,33.7,23.9,26.0,39.2,51.1,47.3,35.0,31.9,66.2,-1.6,R64,13.0,2018
1035,Arkansas,SEC,35,23,116.7,100.4,0.8483,53.8,50.4,15.1,19.4,28.8,31.7,37.4,40.8,51.2,48.2,39.5,35.7,71.1,2.8,R64,7.0,2018
1036,Missouri,SEC,32,20,111.0,96.0,0.8420000000000001,54.1,46.7,20.8,16.0,30.3,27.9,38.3,30.3,50.3,45.4,39.0,32.7,66.8,0.4,R64,8.0,2018
1037,Stephen F. Austin,Slnd,31,28,103.8,97.1,0.6832,53.1,49.7,20.7,25.9,32.0,28.5,40.5,50.3,51.7,47.4,37.4,35.6,72.1,-1.8,R64,14.0,2018
1038,South Dakota St.,Sum,31,28,113.2,100.4,0.7989,54.3,50.0,14.0,14.2,24.6,23.3,35.4,25.6,50.7,49.8,39.3,33.6,71.5,0.6,R64,12.0,2018
1039,Texas Southern,SWAC,36,16,104.1,112.4,0.293,50.5,51.2,17.2,16.2,28.5,32.5,42.9,31.2,48.5,49.4,35.9,36.6,72.6,-10.9,R64,16.0,2018
1040,New Mexico St.,WAC,31,28,106.8,95.0,0.7927,51.6,46.0,17.4,19.0,33.8,22.5,29.1,33.0,52.0,45.7,34.0,31.1,69.4,1.3,R64,12.0,2018
1041,North Carolina Central,MEAC,32,19,95.0,110.3,0.1522,50.4,48.5,20.8,16.8,32.9,29.7,30.3,34.3,51.3,48.1,32.3,32.8,66.4,-12.0,R68,16.0,2018
1042,LIU Brooklyn,NEC,34,18,101.9,109.9,0.2937,52.1,50.0,19.5,16.5,29.4,29.8,38.7,31.8,52.3,50.5,34.6,32.8,72.8,-13.2,R68,16.0,2018
1043,Arizona St.,P12,32,20,115.7,102.1,0.8089,53.8,50.6,14.7,20.4,28.0,30.6,41.3,32.7,53.2,50.2,36.4,34.2,72.7,-1.2,R68,11.0,2018
1044,UCLA,P12,33,21,113.7,100.6,0.8029,53.7,49.1,16.6,14.5,28.5,26.9,35.5,29.7,51.4,47.3,38.1,34.6,71.5,0.0,R68,11.0,2018
1045,Clemson,ACC,35,25,112.5,93.1,0.8984,52.9,47.2,17.4,17.4,27.2,26.3,33.5,27.2,51.6,43.9,36.6,35.2,67.2,3.9,S16,5.0,2018
1046,Syracuse,ACC,37,23,106.0,92.1,0.8344,46.9,46.2,19.1,19.5,34.7,30.4,40.5,31.4,46.6,45.1,31.7,31.8,64.0,-0.4,S16,11.0,2018
1047,Purdue,B10,37,30,123.2,95.7,0.9484,57.7,47.0,15.8,17.7,28.0,28.0,35.6,24.2,54.1,45.5,42.0,33.2,68.7,7.6,S16,2.0,2018
